titulo,empresa,ubicacion,salario,modalidad,jornada,Area,pagina,habilidades_hard,habilidades_soft
Analista De Garantía Y Servicio Técnico,Etafashion,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,machine learning,"gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Capacitación Y Desarrollo,XKTalent Inc. - Rimutee,"Quito, Pichincha",,,,Analista de Datos,bing,git,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, creatividad"
Analista De Logística E Importaciones,Epic Global Talents,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"comunicación, atención al detalle, pensamiento crítico"
Analista De Emisión (Cobranzas),Cooperativa Policía Nacional,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, scrum","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad"
Analista De Marketing,Consulting & Tax,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"gestión del tiempo, inglés avanzado, pensamiento crítico, atención al detalle, comunicación"
Analista De Bodega Y Logística - Cuenca,Disprovef Ecuador S.A,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, liderazgo, resolución de problemas, pensamiento crítico"
Analista De Ambiente - Quito,QSI ECUADOR S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Siniestros Y Seguros Administración,Chevyplan,"Quito, Pichincha",,Híbrido,tiempo completo,Analista de Datos,bing,"excel, power bi","trabajo en equipo, orientación a resultados, atención al detalle"
Analista De Compras,Landazuri s.a,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"c++, machine learning","resolución de problemas, proactividad, gestión del tiempo"
Analista De Compras Internacionales,Grupo Ortiz,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,"excel, machine learning","atención al detalle, pensamiento crítico, comunicación"
Analista De Logistica Y Bodega Cuenca,RENOVALLANTA S.A.,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Créditos,MÁSCAPITAL.S.A.S.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista De Selección - Quito,Chevyplan,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo"
Analista De Ingeniería,BATERIAS ECUADOR,"Quito, Pichincha",,,,Analista de Datos,bing,excel,"trabajo en equipo, adaptabilidad, atención al detalle"
Analista De Soporte Técnico - Quito,Puntonet S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Comunicación Corporativa,Megalabs Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"git, excel","trabajo en equipo, comunicación, atención al detalle, proactividad, gestión del tiempo, creatividad"
Analista De Marketing,Cooperativa 29 de octubre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"resolución de problemas, proactividad, pensamiento crítico, atención al detalle, comunicación"
Analista De Asuntos Corporativos Y Sostenibilidad,cbc,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"java, c++, git, excel","trabajo en equipo, comunicación, adaptabilidad, proactividad, gestión del tiempo, creatividad"
Analista De Crédito Y Cobranzas - El Oro,Gestalt Consultora,"Machala, El Oro",,,tiempo completo,Analista de Datos,bing,"excel, power bi","atención al detalle, pensamiento crítico, comunicación"
Analista De RRHH,Vipertec S.A,"Quito, Pichincha",,,,Analista de Datos,bing,c++,"liderazgo, adaptabilidad, orientación a resultados"
ANALISTA DE RIESGO EMPRESARIAL,Puntonet S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"resolución de problemas, orientación a resultados, aprendizaje continuo, gestión del tiempo, creatividad, pensamiento crítico"
Analista De Riesgos Tecnológicos,Cooperativa Policía Nacional,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, scrum","trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle, gestión del tiempo, creatividad"
Analista De Contabilidad,Kruger Corporation,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"git, excel","resolución de problemas, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Analista De Contabilidad,Kruger Corporation,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"git, excel","resolución de problemas, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
TRABAJOS,,,,,tiempo completo,Analista de Datos,bing,No especificado,No especificado
TRABAJOS,,,,,tiempo completo,Analista de Datos,bing,No especificado,No especificado
Analista De Desarrollo Organizacional Bilingüe Quito,Empresa,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"inglés avanzado, pensamiento crítico, atención al detalle, comunicación"
Analista De Selección De Personal,Talenter Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, scrum","comunicación, liderazgo, orientación a resultados, atención al detalle, gestión del tiempo"
ANALISTA DE MARKETING - SUZUKI,Centric Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, pensamiento crítico"
Analista De Procesos Aduaneros,Fma Agencia De Aduana,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Seguridad Al Paciente,Hospital Vozandes Quito Hvq S.A,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"liderazgo, orientación a resultados, atención al detalle, creatividad, pensamiento crítico"
Analista De Marketing,Induvallas Publicidad Exterior,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,git,"trabajo en equipo, comunicación, liderazgo, orientación a resultados, aprendizaje continuo"
Analista De Talento Humano - Capacitación,CORIS ECUADOR,"Quito, Pichincha",,,,Analista de Datos,bing,"excel, restful apis, scrum","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, pensamiento crítico, multitarea"
Asistente De Analisis De Datos Gerenciales,Condelpi,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,power bi,"trabajo en equipo, comunicación, resolución de problemas, gestión del tiempo, pensamiento crítico"
Analista De Seguridad De La Información,Confidencial,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,restful apis,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo"
Analista / Líder De Talento Humano/ Uio/ Presencial,INSTITUTO TECNOLÓGICO SUPERIOR QUITO METROPOLITANO,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, aprendizaje continuo, atención al detalle, creatividad"
Analista Mesa De Ayuda,SoftwareONE,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,bing,"git, restful apis, scrum, machine learning","trabajo en equipo, comunicación, creatividad"
Analista / Líder De Talento Humano/ Uio/ Presencial,INSTITUTO TECNOLÓGICO SUPERIOR QUITO METROPOLITANO,"Quito, Pichincha",,Presencial,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, aprendizaje continuo, atención al detalle, creatividad"
Analista De SOC,NGS - SECURITYLOGIC,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,c++,"trabajo en equipo, comunicación, atención al detalle, proactividad, gestión del tiempo"
Analista En Planificacion De La Demanda Y,QSI ECUADOR S.A.,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"trabajo en equipo, liderazgo, proactividad, creatividad"
Analista De Ciberseguridad - Guayaquil,Great People Consulting,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Trabajo Desde Casa Analista De Generación De Contactos Ref. 0244S,BairesDev,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,machine learning,"trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad"
Analista De Investigación Y Desarrollo Para La,QSI ECUADOR S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, aprendizaje continuo, gestión del tiempo, creatividad"
Analista De Rh Nómina,Confidencial,"Quito, Pichincha",,,,Analista de Datos,bing,restful apis,"trabajo en equipo, adaptabilidad, orientación a resultados, gestión del tiempo"
Analista De Soporte En Sitio,SoftwareONE,"Quito, Pichincha",,Remoto,tiempo completo,Analista de Datos,bing,"c++, git, excel, restful apis, scrum, machine learning, linux, windows, macos","trabajo en equipo, comunicación, resolución de problemas"
Analista De Postventa (Ecuador),LogicalisUS,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, resolución de problemas, atención al detalle"
Analista De Gestión Transaccional,EOMMT SAS,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, power bi","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, atención al detalle, pensamiento crítico"
Analista De Estrategia Y Gestión,Cooperativa 29 De Octubre,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"resolución de problemas, orientación a resultados, atención al detalle"
Analista De Riesgos (Saras),Cooperativa 29 de octubre,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, resolución de problemas, aprendizaje continuo, creatividad"
Analista De Logística,G4S,"Quito, Pichincha",,,,Analista de Datos,bing,No especificado,"trabajo en equipo, resolución de problemas, atención al detalle"
Analista De Cobranza- Quito,Icesa S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, machine learning","gestión del tiempo, pensamiento crítico, atención al detalle, comunicación"
Analista De Importaciones,SERDELA ECUATORIANA S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"pensamiento crítico, atención al detalle, comunicación"
Analista De Nómina Quito,SG SUASTI GUERRERO CORP S.A.S. - SG INVESTMENT,"Quito, Pichincha",,,,Analista de Datos,bing,"git, excel, restful apis","adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Soporte Técnico Contrato Por 2 Meses Medio Tiempo,PASQUEL GARZON OSWALDO DAVID,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,c++,"trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Analista De Compras Publicas,ALDENTAL,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,restful apis,"comunicación, adaptabilidad, aprendizaje continuo, gestión del tiempo, pensamiento crítico, inglés avanzado"
Analista De Precios E Incentivos Ecuador,General Motors,"Quito, Pichincha",,,,Analista de Datos,bing,"c++, excel, restful apis, machine learning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados"
Analista De Capacitacion Y Desarrollo,Reybanpac Rey Banano Del Pacifico C.L.,"Quevedo, Los Ríos",,,tiempo completo,Analista de Datos,bing,excel,"trabajo en equipo, orientación a resultados, atención al detalle, proactividad, pensamiento crítico"
Analista De Cobranza- Quito,Icesa S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,"excel, machine learning","atención al detalle, gestión del tiempo, pensamiento crítico, comunicación"
Analista De Quejas Y Reclamos,Automotores Y Anexos S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, comunicación, resolución de problemas, atención al detalle, creatividad"
Analista De Siniestros Mujer Con Experiencia En,Sweaden Compañía De Seguros. S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, atención al detalle, pensamiento crítico, comunicación"
Analista De Customer Experience,Kia Ecuador,"Quito, Pichincha",,,,Analista de Datos,bing,"git, restful apis, machine learning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo"
Analista De Calidad De Semillas,Ecuaquimica,"Quevedo, Los Ríos",,,tiempo completo,Analista de Datos,bing,"pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, atención al detalle, proactividad, pensamiento crítico"
Analista De Soporte A Usuarios - Cuenca,Puntonet S.A.,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,No especificado,"trabajo en equipo, liderazgo, adaptabilidad, atención al detalle, gestión del tiempo"
Analista De Calificación De Crédito Ciudad Quito,QSI ECUADOR S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,machine learning,"comunicación, pensamiento crítico, atención al detalle"
Analista De Indemnizaciones,Sweaden Compañía De Seguros. S.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Calidad,seguros equinoccial,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,bing,"pruebas manuales, pruebas automatizadas, casos de prueba","trabajo en equipo, resolución de problemas, orientación a resultados, atención al detalle"
Analista De Investigación Y Desarrollo,Laboratorios Industriales Farmaceúticos Ecuatorianos Life C.A.,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,No especificado,"atención al detalle, pensamiento crítico, comunicación"
Analista De Desarrollo Organizacional,RIALTI,"Quito, Pichincha",,,,Analista de Datos,bing,restful apis,"trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, proactividad, gestión del tiempo"
Analista Senior De Calidad Y Procesos,Transportes Sánchez Polo del Ecuador,"Quito, Pichincha",,,,Analista de Datos,bing,"c++, excel, restful apis, casos de prueba","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle"
Analista De Trade Marketing,ESTRATEGIAS Y MERCADO S.A. ESTRAMERCADO,"Quito, Pichincha",,,tiempo completo,Analista de Datos,bing,excel,"resolución de problemas, aprendizaje continuo, pensamiento crítico, atención al detalle, comunicación"
