index,titulo,empresa,ubicacion,salario,modalidad,jornada,tipo_contrato,fecha_publicacion,descripcion,url
11,Ingenieros de Software | ECU,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 2 meses,"Esta no es una vacante convencional Sofka Talent Day – Ecuador Estás a punto de postularte a una experiencia única: Un evento presencial exclusivo para perfiles TI seleccionados. Si tu perfil se alinea con esta vacante, tendrás la oportunidad de: 💻 Participar en un proceso corto virtual (reto técnico y/o entrevista técnica) 📅 Y si avanzas, serás invitado/a a una jornada presencial en Quito 🎤 Con charlas, entrevistas en vivo y conexión directa con nuestra cultura ¿Quieres vivir Sofka desde adentro? Sigue leyendo y postúlate. ¡Esta experiencia puede ser para ti! ¿Qué buscamos? Estamos buscando un Desarrollador/a de Software SSR con experiencia en entornos ágiles y enfoque en mejora continua del Ciclo de Desarrollo de Software, capaz de diseñar, implementar y optimizar soluciones robustas para el Banco, alineadas a los estándares y lineamientos establecidos ✅ Lo que harás: <ul> <li>Desarrollar sistemas, aplicaciones y soluciones cumpliendo lineamientos y estándares.</li> <li>Realizar revisiones de código en pares y fomentar buenas prácticas.</li> <li>Definir e implementar pruebas tempranas y automatizaciones.</li> <li>Asegurar la correcta estimación, definición y refinamiento de Historias de Usuario.</li> <li>Cumplir con criterios funcionales y no funcionales garantizando calidad y tiempos de entrega.</li> <li>Implementar soluciones bajo políticas y lineamientos de COEs, Chapters y áreas responsables.</li> <li>Asegurar que las aplicaciones pasen todas las etapas del ciclo de desarrollo y lleguen a producción.</li> <li>Resolver incidencias y corregir defectos en entornos productivos y no productivos.</li> <li>Proponer soluciones innovadoras para optimizar procesos y prácticas del ciclo de desarrollo.</li> <li>Generar documentación técnica según lineamientos del Chapter.</li> </ul> 🎯 Lo que buscamos en ti: Experiencia: 3 a 5 años en desarrollo de software, trabajando en entornos ágiles (Scrum/Kanban). Conocimientos sólidos en: <ul> <li>Metodologías y herramientas: JIRA, Confluence, Microsoft Copilot.</li> <li>Programación: Principios SOLID, POO, programación funcional (teórica y práctica).</li> <li>Patrones: Diseño, arquitectura de software (MVC, Hexagonal) y aplicaciones (microservicios - deseable).</li> <li>Pruebas: TDD, pirámide de pruebas, automatización de APIs (Karate), pruebas unitarias, integración (deseable).</li> <li>DevOps: CI/CD (preferible Azure DevOps), contenedores (Docker), versionamiento (GIT), Kubernetes (teórico).</li> <li>Seguridad: Prácticas de codificación segura y conceptos básicos.</li> <li>Cloud: Desarrollo en nube (Azure, AWS).</li> <li>SRE: Principios y prácticas fundamentales.</li> </ul> 🛠Tecnologías y herramientas: <ul> <li>Backend: Java/SpringBoot, .NET, Python, Go</li> <li>Frontend: Angular, React, React Native, Flutter</li> <li>Bases de datos: Postgres, MySQL, MongoDB, Redis</li> <li>Infraestructura: Docker, Kubernetes, OpenShift, Kafka</li> <li>Cloud: Azure, AWS, Google Cloud</li> <li>Monitoreo: Dynatrace</li> </ul> Condiciones <ul> <li>Contrato a término indefinido ¡Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo!</li> <li>¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer! 📚</li> </ul> <p class=""source"" data-source=""Teamtailor"" data-site=""www.teamtailor.com.ats.organic""> <a href=""/job/ec1c3c8efccaacd620e10763dbcd0986a0/eaa"" target=""_blank"" rel=""nofollow""> Sofka Technologies <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec1c3c8efccaacd620e10763dbcd0986a0
12,Desarrollador/a Sr,Naturisa,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 7 días,"¡Únete a Naturisa, líderes en cultivo de camarón! Desde 1987, Naturisa es sinónimo de innovación, sostenibilidad y excelencia en el sector camaronero. Lideramos el camino en técnicas eficientes y manejo ambiental responsable. Trabajamos con los mejores talentos para impulsar nuestro crecimiento. ¡Te invitamos a formar parte de nuestro equipo y crecer juntos! <ul> <li>Frontend:</li> </ul> <ul> <li>Dominio de React JS y Typescript.</li> <li>Experiencia con HTML y CSS.</li> <li>Familiaridad con herramientas como VS Code.</li> <li>Buen conocimiento en UX/UI y diseño de interfaces.</li> <li>Backend:</li> </ul> <ul> <li>Experiencia en .NET C# y .NET Core.</li> <li>Conocimientos en MVC, Hexagonal, y Domain-Driven Design.</li> <li>Familiaridad con Entity Framework y patrones como MVVC, FLUX y BFF.</li> <li>Arquitectura y Servicios:</li> </ul> <ul> <li>Conocimiento en SOA (Aplicaciones orientadas a servicios).</li> <li>Experiencia en Servicios Web (REST, SOAP).</li> <li>Dominio en bases de datos SQL Server y TransactSQL (Vistas, Procedimientos, Índices, Jobs).</li> </ul> Horario: Lunes a viernes Lugar: Guayaquil Requisitos: Estudios superiores en Sistemas, de Software, o carreras afines. Experiencia a partir de 5 años en el cargo. Beneficios Todos los beneficios de ley. <p class=""source"" data-source=""Multitrabajos"" data-site=""www.multitrabajos.com""> Multitrabajos </p>",https://www.opcionempleo.ec/jobad/ecc3f6c1ecb9b8c85dc5603bc2a68e4065
13,Desarrollador De Software Entornos Cloud,SGF Global,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 13 días,"Desarrollador de Software , enviar expectativa salarial en Comentarios. Compañía de servicios contables y de auditoría busca incorporar un Desarrollador de Software con experiencia en entornos cloud, metodologías ágiles e inteligencia artificial. Responsabilidades: Diseñar arquitecturas escalables en la nube. Desarrollar y mantener módulos backend y frontend. Integrar APIs y orígenes de datos (bases financieras, servicios web). Asegurar disponibilidad, rendimiento y cumplimiento de estándares de seguridad. Implementar pipelines CI/CD y automatizar despliegues. Documentar código, API y procedimientos operativos. Colaborar con equipos multidisciplinares. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec7fe3c4016b65c585e8e889ee3c7535b1
14,Desarrollador Full Stack Java AWS React Native,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 9 días,"SOFTWARE ENTERPRISE SERVICES Somos una empresa peruana de Tecnologías de la Información y Comunicaciones, que cuenta con amplia experiencia en la prestación de servicios informáticos mediante Outsourcing TI y Fábrica de Software, para clientes nacionales e internacionales, asegurando la calidad de servicio con sólidos procesos estandarizados en un sistema integrado de gestión. Nos encontramos en la búsqueda del mejor talento para ocupar la siguiente posición Desarrollador FullStack Java AWS React Native Requisitos Requisitos Bachiller o Titulado en Ingeniería de Sistemas, Informática, Software, Ciencias de la Computación o carreras afines. Experiencia mínima de 4 años en posiciones similares. Experiencia en desarrollo de microservicios en Java con Quarkus. Diseño e implementación de APIs REST y GraphQL. Experiencia en integración con servicios en la nube AWS Lambda, EventBridge, AppSync, DynamoDB. Conocimientos de buenas prácticas en arquitectura, seguridad y calidad de código. Manejo de bases de datos PostgreSQL y MongoDB. Desarrollo de aplicaciones móviles con React Native y consumo de APIs. Experiencia en pruebas unitarias y control de versiones con Git. Competencias blandas Comunicación asertiva Proactividad Trabajo en equipo Beneficio Trabajo Remoto <p class=""source"" data-source=""Computrabajo"" data-site=""www.computrabajo.com.ec""> Computrabajo </p>",https://www.opcionempleo.ec/jobad/ec743a13596b4a93cef466d55adc51138e
15,Desarrollador De Software Frontend Junior,Iberoamerican University Foundation (Funiber),"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 16 días,"Sobre la empresaLa Fundación Universitaria Iberoamericana (FUNIBER) opera en más de 34 países y ofrece más de 160 programas de Máster y Especialización. Como miembro de nuestro equipo, estarás desarrollando soluciones tecnológicas que apoyan a estudiantes y profesionales a nivel internacional.Lo que ofrecemosFormación continua: Acceso a programas de especialización y maestrías que te ayudarán a crecer profesionalmente. - Estabilidad laboral: Después del periodo de prueba de 3 meses, tendrás la posibilidad de obtener un contrato indefinido. - Salario competitivo: Compensación ajustada a tu experiencia y habilidades demostradas. - Crecimiento profesional: Oportunidades para avanzar en tu carrera, trabajando con tecnologías modernas y metodologías ágiles, en un entorno que fomenta la integración de desarrollo y operaciones (DevOps). - Proyectos desafiantes: Trabaja en proyectos que te permitirán aplicar y mejorar tus habilidades en desarrollo Full Stack, utilizando tecnologías actuales como Docker, Git y frameworks modernos.ResponsabilidadesParticipar y colaborar con equipos interfuncionales en la planificación y ejecución de nuevos productos software.Diseñar e implementar nuevas funcionalidades en los sistemas empresariales de la organización.Depurar y solucionar errores/bugs en el software.Completar tareas asignadas y contribuir en revisiones de código.Trabajar colaborativamente con analistas de negocio y chief web officers para el diseño y prototipado de interfaces de alta fidelidad alineadas con las necesidades de negocio y sistemas de diseño.Garantizar funcionalidad y usabilidad de aplicaciones frontend.RequisitosProfesional graduado o estudiante de últimos años de un grado universitario.Entendimiento de principios de desarrollo de software y habilidades de programación en múltiples lenguajes.Excelente capacidad analítica y de resolución de problemas.Proactividad, iniciativa, creatividad, capacidad de autoestudio, autogestión y comunicación asertiva.Habilidades y conocimientosManejo competente de lenguajes de programación como JavaScript/TypeScript, PHP y Python.Maquetación con HTML, CSS y arquitectura CSS.CMS (Drupal, Wordpress) y/o Headless CMS (Squidx). Contenedores con Docker y Docker-compose.Escribir código limpio, eficiente, optimizado, mantenible y tolerante a fallos.Diseño de interfaces de usuario como sketches, wireframes y mockups.Conocimientos de principios de usabilidad y accesibilidad.Gestores de paquetes (Yarn, NPM, PNPM, etc). Gestores de estados como Redux, Redux Toolkit, Pinia, etc.Desarrollo de aplicaciones frontend con librerías y frameworks de JS como React, , NextJS, NuxtJS.Integración de aplicaciones frontend con APIs HTTP de (micro)servicios.Principios SOLID, patrones de diseño y estilos arquitectónicos como Single Page Application (SPA) design, Backend For frontend, Feature-Sliced Design, etc.Utilización de sistemas de Diseño.Diseño de aplicaciones web responsive.Compatibilidad con navegadores web.Sistemas de control de versiones (Git) y estrategias de branching.Administración de sistemas básica en Linux.Web servers (Nginx, Apache). DeseableDiseño y modelado de sistemas con UML.Conocimiento de Bases de Datos SQL y NoSQL como PostgreSQL, MySQL, MongoDB.Server Side Rendering.Conocimiento básico en pipelines de CI/CD con herramientas como GitLab CI/CD, GitHub Actions, Jenkins, TravisCI.Seguridad de acceso a aplicaciones y procesos de autenticación y autorización con Single Sign-on (OAuth, OpenID, SAML, Firebase, Identity Providers). Experiencia con frameworks de desarrollo ágil como Scrum, Extreme Programming, Kanban.Desarrollo de tests unitarios y frameworks de testing.Experiencia utilizando herramientas de diseño y prototipado como Figma, Sketch, Adobe XD, Adobe Illustrator, etc.Conocimientos de Inglés con competencia laboral (B1 o superior). <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",https://www.opcionempleo.ec/jobad/ec29efe6fce5bfe3b0f457e7cb9743f19d
16,Desarrollador,Banco Bolivariano,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 1 mes,"📌Misión: Diseñar e implementar automatizaciones que mejoren procesos, reduzcan errores y orienten recursos a tareas estratégicas, fortaleciendo la transformación digital y la eficiencia organizacional. 💡Funciones principales: Desarrollar robots de software utilizando herramientas RPA, desplegar robots en ambientes de desarrollo, pruebas y producción. Realizar los ajustes al software basándose en los resultados de las pruebas realizadas. Integrar robots con APIs, bases de datos y sistemas externos. Incorporar los componentes de software necesarios para los requerimientos. Requisitos 📚Estudios: Graduado en Ingeniería en Sistemas, Computación, Ingeniería en Telecomunicaciones, Ingeniería en Software, Licenciado en Tecnologías de la Información o carreras afines. 🏛 Experiencia: Al menos 2 años de experiencia en desarrollo RPA 🧠 Conocimiento: Plataformas RPA/low code Metodologías de Robotización Conceptos de cloud computing Conocimientos de DevSecOps y automatización en en SDLC Lenguajes de programación (VB .Net, Python, SQL, Desarrollo low-code) Testing y debugging Beneficios Sueldo competitivo 💲 Beneficios de ley 💰 Beneficios corporativos (seguro médico privado, utilidades, alimentación, etc) 💹 Oportunidades de crecimiento y desarrollo 🚀 Capacitación continua 📚 Día libre por tu cumpleaños. 😎 <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec786b7d508138465004690108578b1821/eaa"" target=""_blank"" rel=""nofollow""> Banco Bolivariano <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec786b7d508138465004690108578b1821
17,Desarrolladores Java | ECU,Sofka Technologies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 2 meses,"Esta no es una vacante convencional Sofka Talent Day – Ecuador Estás a punto de postularte a una experiencia única: Un evento presencial exclusivo para perfiles TI seleccionados. Si tu perfil se alinea con esta vacante, tendrás la oportunidad de: 💻 Participar en un proceso corto virtual (reto técnico y/o entrevista técnica) 📅 Y si avanzas, serás invitado/a a una jornada presencial en Quito 🎤 Con charlas, entrevistas en vivo y conexión directa con nuestra cultura ¿Quieres vivir Sofka desde adentro? Sigue leyendo y postúlate. ¡Esta experiencia puede ser para ti! ¿Qué buscamos? Buscamos un Desarrollador Backend Java SR / SSR con experiencia en Spring Boot para unirse a nuestro equipo de soluciones financieras innovadoras. El candidato implementará y evaluará sistemas y aplicaciones robustas, asegurando el cumplimiento de los requisitos funcionales y no funcionales, así como de los plazos establecidos. Se valorará la capacidad de colaborar con equipos multifuncionales y una sólida comprensión de las mejores prácticas de desarrollo en el sector financiero. El candidato debe tener la capacidad de ejecutar actividades y manejar herramientas específicas. Se requiere un conocimiento técnico de nivel 3 en cada tecnología, incluyendo: <ul> <li>JAVA EE 8+ y Spring Boot: Dominio de programación orientada a objetos y técnicas avanzadas de programación funcional.</li> <li>Control de versiones: Diseño, configuración y monitorización de pipelines, así como gestión de accesos en contenedores.</li> <li>APIs: Integración, diseño escalable, documentación, autenticación y autorización.</li> <li>Patrones de diseño: Modelado de microservicios con enfoque en modularidad, cohesión y acoplamiento.</li> <li>Calidad de software: Pruebas unitarias, contractuales y mutación; familiaridad con frameworks como Spring Cloud Contract y OpenAPI.</li> <li>Buenas prácticas de desarrollo: Clean code, accesibilidad, legibilidad y código reutilizable.</li> <li>Debugging y Troubleshooting: Uso de herramientas para identificar errores.</li> <li>Bases de datos: Normalización, optimización de consultas, y conocimiento avanzado en bases de datos no relacionales.</li> <li>Aseguramiento de microservicios: Implementación de estándares de seguridad como JWT, Oauth2, OpenID o SAML2, y cumplimiento de OWASP Top Ten y ISO-27001.</li> <li>Medición de calidad: Uso de frameworks y herramientas para integrar pruebas en procesos de integración continua.</li> </ul> 💡 Personas apasionadas, dispuestas a dar lo mejor de sí mismas. Condiciones <ul> <li>Contrato a término indefinido ¡Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo!</li> <li>¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer! 📚</li> </ul> <p class=""source"" data-source=""Teamtailor"" data-site=""www.teamtailor.com.ats.organic""> <a href=""/job/ec78de204109ad2a3937aa316344e17d15/eaa"" target=""_blank"" rel=""nofollow""> Sofka Technologies <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec78de204109ad2a3937aa316344e17d15
18,Ingeniero en IT/Desarrollador,Human Consulting Strategies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 2 meses,"🔒 Oportunidad Confidencial | Ingeniero/a en IT – Desarrollador/a Ubicación: Quito Sector: Construcción – Servicios complementarios Modalidad: Servicios profesionales (facturación) Una empresa nacional con sólida trayectoria en el sector de la construcción, reconocida por su enfoque en soluciones técnicas, eficiencia operativa y respaldo tecnológico, se encuentra en la búsqueda de un/a Ingeniero/a en IT – Desarrollador/a. Esta posición es clave para asegurar la continuidad y evolución de las plataformas tecnológicas de la compañía, impulsando la automatización de procesos y el desarrollo de herramientas que fortalezcan la operación diaria y la toma de decisiones. Objetivo de la posición: Diseñar, desarrollar e implementar soluciones tecnológicas que optimicen los procesos internos, garanticen la disponibilidad de información confiable y mejoren la experiencia de los usuarios internos, especialmente en áreas críticas como operaciones, administración de obras y control de proyectos. Requisitos del perfil: Formación universitaria en Ingeniería en Sistemas, Desarrollo de Software o carreras afines Experiencia mínima de 3 años en cargos similares, idealmente en empresas del sector industrial o de construcción Dominio comprobado en: <ul> <li>NET Framework y desarrollo web</li> <li>Bases de datos SQL Server</li> <li>Angular, JavaScript y HTML</li> <li>Integración de aplicaciones y soporte a usuarios</li> </ul> Deseable: conocimientos en Power BI, Crystal Reports, y metodologías ágiles (Scrum, Kanban) Responsabilidades principales: Analizar requerimientos de las distintas áreas operativas y administrativas Diseñar y desarrollar aplicaciones o mejoras a sistemas existentes Administrar bases de datos y realizar integraciones con herramientas externas Brindar soporte técnico y funcional a usuarios Documentar procesos y garantizar la trazabilidad de los desarrollos Asegurar la seguridad y consistencia de los sistemas utilizados Perfil profesional esperado: <ul> <li>Proactividad, pensamiento lógico y capacidad de resolución técnica</li> <li>Buen nivel de comunicación y habilidades interpersonales</li> <li>Orientación a resultados y compromiso con la mejora continua</li> <li>Capacidad de trabajo en equipo con enfoque en servicio interno</li> </ul> Somos la consultora más completa en gestión de Talento Humano en el país. Con más de 15 años brindando nuestros servicios en diferentes sectores con casos de éxito comprobados. Aportamos al modelo de negocio y de gestión de la empresa generándole competitividad, y por ende mejores resultados. A través de inteligencia empresarial, pasión y personalización en el servicio somos la mejor opción en asesoría para la gestión del talento. <p class=""source"" data-source=""Teamtailor"" data-site=""www.teamtailor.com.ats.organic""> <a href=""/job/ec638d04940bec892d443a21be7bfac892/eaa"" target=""_blank"" rel=""nofollow""> Human Consulting Strategies <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec638d04940bec892d443a21be7bfac892
19,DESARROLLADOR FRONTEND,Grupo Corporativo Fajardo,Guayas,,,Tiempo completo,Permanente,Hace 2 meses,"Diseñar, desarrollar y mantener interfaces de usuario modernas, intuitivas y eficientes para las plataformas digitales de la empresa, utilizando tecnologías como React, Next.js y React Native, asegurando una experiencia de usuario óptima en aplicaciones web y móviles. El principal aporte será acelerar el desarrollo de nuevas funcionalidades en nuestras plataformas digitales, mejorar la calidad del código frontend, fomentar las buenas prácticas en desarrollo de interfaces y contribuir a la innovación tecnológica continua, lo cual impacta directamente en la eficiencia operativa y la experiencia de los usuarios internos y externos. Requisitos Título de tercer nivel en Ingeniería en Sistemas, Ingeniería en Software, Tecnologías de la Información, Computación o carreras afines. Mínimo 2 años de experiencia comprobada desarrollando interfaces web y móviles en React y/o React Native. Experiencia trabajando en equipos ágiles (Scrum/Kanban). Idealmente con experiencia previa en el sector tecnológico o desarrollando soluciones para empresas de manufactura, producción o logística. conocimientos técnicos en: React.js, Next.js, React Native TypeScript, JavaScript ES6+ HTML5, CSS3, Tailwind CSS Git y control de versiones (GitHub, GitLab, Bitbucket) AuthJS para autenticación GraphQL y RESTful APIs Pruebas automatizadas con Jest o Testing Library Consumo de servicios desde backend en Django/Node.js CI/CD básico (opcional pero valorado) Beneficios Todos los beneficios de ley Ambiente laboral agradable y de crecimiento Sueldo acorde al mercado <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ecf8b69b7755cccfa1931681fe4211a3a8/eaa"" target=""_blank"" rel=""nofollow""> Grupo Corporativo Fajardo <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ecf8b69b7755cccfa1931681fe4211a3a8
20,DESARROLLADOR BACKEND - SEMI SENIOR,Grupo Corporativo Fajardo,Guayas,,,Tiempo completo,Permanente,Hace 2 meses,"Desarrollar, mantener y optimizar los servicios y API del backend de las plataformas tecnológicas desarrolladas por Grupo Fajardo, garantizando escalabilidad, seguridad, eficiencia y calidad del código. Aportando al desarrollo ágil de soluciones tecnológicas que mejoren procesos internos, productos digitales y herramientas de automatización para distintas áreas de la empresa, especialmente en entornos industriales y de IoT. Requisitos Título de tercer nivel en Ingeniería en Sistemas, Informática, Telecomunicaciones o carreras afines (puede estar en proceso de culminación si cuenta con experiencia comprobada) Experiencia mínima de 2 a 3 años en desarrollo de backend con Django. Proyectos reales (en producción) en empresas de software, tecnología, automatización o sectores industriales con soluciones tecnológicas. Deseable experiencia en integración con dispositivos IoT, APIs externas y optimización de bases de datos. I Conocimientos técnicos Python Django y Django Rest Framework Celery PostgreSQL Redis y gestión de caché Git / GitHub / Bitbucket Manejo de entornos virtuales y ambientes Linux Conocimientos básicos de Docker (deseable) Beneficios Todos los beneficios de ley Ambiente de trabajo agradable y de crecimiento Salario acorde al mercado <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec7ef27d732e8e933488741cdaf8baac7e/eaa"" target=""_blank"" rel=""nofollow""> Grupo Corporativo Fajardo <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec7ef27d732e8e933488741cdaf8baac7e
21,Desarrollador Semi Senior,Jaher,"Cuenca, Azuay",$ 7,,Tiempo completo,Permanente,Hace 20 días,"OJO: Presencial en la Ciudad de Cuenca, Ecuador Rango de Salario inicial de $ 7 0 0 a $ 9 0 0. En Nómina 3 6 0, somos una plataforma SaaS líder en gestión de nómina y talento humano en Ecuador. Estamos buscando un/a Desarrollador/a Semi Senior que quiera crecer en un entorno dinámico, colaborativo y con retos técnicos de impacto. Este rol es clave dentro de nuestro equipo de producto: tendrás autonomía parcial, trabajarás en proyectos de complejidad intermedia y participarás activamente en la calidad y seguridad de nuestras soluciones. Responsabilidades Desarrollar funcionalidades y participar en el análisis técnico de requerimientos. Diseñar y ejecutar pruebas unitarias e integraciones básicas. Dar soporte técnico de mediana complejidad a usuarios internos y QA. Colaborar en code reviews, asegurando calidad, seguridad y buenas prácticas. Documentar cambios técnicos y funcionales de manera clara y constante. Realizar despliegues en ambientes de test/dev siguiendo SOPs establecidos. Guiar y revisar el trabajo de perfiles Juniors, apoyando su desarrollo. Contribuir en retrospectivas y propuestas de mejora continua. Requisitos Experiencia: 2 a 5 años en desarrollo de software. Formación: Ingeniería en Sistemas, Informática o afines (título requerido). Conocimientos técnicos intermedios en: (backend). (frontend). MongoDB (consultas complejas, modelado básico). GitHub (flujo por ramas, PRs, resolución de conflictos). Experiencia con metodologías ágiles (Kanban, Azure DevOps, Shortcut). Capacidad para trabajar en equipo, comunicar ideas con claridad y asumir responsabilidad sobre entregables. Valoramos experiencia previa en SaaS o sistemas de gestión empresarial. Lo que ofrecemos: Rango de Salario de $ 7 0 0 a $ 9 0 0 con oportunidades de crecimiento dentro de la empresa. Ser parte de una plataforma SaaS en crecimiento con clientes de alto impacto. Cultura de aprendizaje continuo, participación en decisiones técnicas y acompañamiento en tu carrera profesional. Ambiente colaborativo con foco en innovación, seguridad y calidad. Si te interesa crecer con nosotros y asumir nuevos retos, postula y sé parte de Nómina 3 6 0: Cumplimiento en la base, talento en el destino. <p class=""source"" data-source=""Multitrabajos"" data-site=""www.multitrabajos.com""> Multitrabajos </p>",https://www.opcionempleo.ec/jobad/ec61c789027d0d1e688e976f0cb488843e
22,Ingeniero en IT/Desarrollador,Human Consulting Strategies,"Quito, Pichincha",,,Tiempo completo,Permanente,Hace 2 meses,"🔒 Oportunidad Confidencial | Ingeniero/a en IT - Desarrollador/a Ubicación: Quito Sector: Construcción - Servicios complementarios Modalidad: Servicios profesionales (facturación) Una empresa nacional con sólida trayectoria en el sector de la construcción, reconocida por su enfoque en soluciones técnicas, eficiencia operativa y respaldo tecnológico, se encuentra en la búsqueda de un/a Ingeniero/a en IT - Desarrollador/a. Esta posición es clave para asegurar la continuidad y evolución de las plataformas tecnológicas de la compañía, impulsando la automatización de procesos y el desarrollo de herramientas que fortalezcan la operación diaria y la toma de decisiones. Objetivo de la posición: Diseñar, desarrollar e implementar soluciones tecnológicas que optimicen los procesos internos, garanticen la disponibilidad de información confiable y mejoren la experiencia de los usuarios internos, especialmente en áreas críticas como operaciones, administración de obras y control de proyectos. Requisitos del perfil: Formación universitaria en Ingeniería en Sistemas, Desarrollo de Software o carreras afines Experiencia mínima de 3 años en cargos similares, idealmente en empresas del sector industrial o de construcción Dominio comprobado en: <ul> <li>NET Framework y desarrollo web</li> <li>Bases de datos SQL Server</li> <li>Angular, JavaScript y HTML</li> <li>Integración de aplicaciones y soporte a usuarios</li> </ul> Deseable: conocimientos en Power BI, Crystal Reports, y metodologías ágiles (Scrum, Kanban) Responsabilidades principales: Analizar requerimientos de las distintas áreas operativas y administrativas Diseñar y desarrollar aplicaciones o mejoras a sistemas existentes Administrar bases de datos y realizar integraciones con herramientas externas Brindar soporte técnico y funcional a usuarios Documentar procesos y garantizar la trazabilidad de los desarrollos Asegurar la seguridad y consistencia de los sistemas utilizados Perfil profesional esperado: <ul> <li>Proactividad, pensamiento lógico y capacidad de resolución técnica</li> <li>Buen nivel de comunicación y habilidades interpersonales</li> <li>Orientación a resultados y compromiso con la mejora continua</li> <li>Capacidad de trabajo en equipo con enfoque en servicio interno</li> </ul> <p class=""source"" data-source=""Human"" data-site=""www.human.ec""> <a href=""/job/ec864c7dd043bfce15289910f54ae0d187/eaa"" target=""_blank"" rel=""nofollow""> Human Consulting Strategies <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",https://www.opcionempleo.ec/jobad/ec864c7dd043bfce15289910f54ae0d187
23,Buscamos Desarrollador/a senior fullstack,Viamatica,"Guayaquil, Guayas",,,Tiempo completo,Permanente,Hace 28 días,"Estamos buscando un/a Desarrollador/a Senior Fullstack con experiencia en NestJS, Angular, SQL Server y PostgreSQL, que aporte conocimiento técnico, buenas prácticas y liderazgo al equipo. Responsabilidades principales <ul> <li>Desarrollo backend con NestJS y frontend con Angular.</li> <li>Optimización de bases de datos relacionales.</li> <li>Definición de arquitectura y mentoría a perfiles junior.</li> <li>Pruebas unitarias e integradas en entornos ágiles.</li> </ul> Requisitos <ul> <li>+5 años de experiencia en desarrollo de software.</li> <li>Dominio de NestJS, Angular y bases de datos relacionales.</li> <li>Experiencia con APIs REST/GraphQL, Git y patrones de diseño.</li> </ul> Plus: Docker/Kubernetes, CI/CD, cloud, pruebas automatizadas, Java. Mínimo Nivel Académico Requerido Universidad Completa Mínima Experiencia Laboral Requerida 5-10 años <p class=""source"" data-source=""Un Mejor Empleo"" data-site=""www.unmejorempleo.com.ec""> Un Mejor Empleo </p>",https://www.opcionempleo.ec/jobad/ec55e8d323385a17909613acf512ec3aa6
